High-yielding,Not high-yielding,sentences
1,0,"1-methylsulfanyl-4-nitrobenzene reacts in the presence of methanol, molecular hydrogen, nickel to produce 4-methylsulfanylaniline."
0,1,"1-[4-[4-[3-[1-[(3-fluorophenyl)methyl]pyrazol-4-yl]-1-(4-methylphenyl)sulfonylpyrrolo[2,3-b]pyridin-5-yl]phenyl]piperazin-1-yl]-2-hydroxyethanone reacts in the presence of oxolane, methanol, 3-[1-[(3-fluorophenyl)methyl]pyrazol-4-yl]-1-(4-methylphenyl)sulfonyl-5-(4-piperidin-4-ylphenyl)pyrrolo[2,3-b]pyridine, chlorane, oxidane, lithium(1+), hydroxide to produce 1-[4-[4-[3-[1-[(3-fluorophenyl)methyl]pyrazol-4-yl]-1H-pyrrolo[2,3-b]pyridin-5-yl]phenyl]piperazin-1-yl]-2-hydroxyethanone."
1,0,"aniline and 6-hydroxy-1,4-benzodioxine-2-carboxylic acid react together to produce 6-hydroxy-N-phenyl-1,4-benzodioxine-2-carboxamide."
1,0,3-(4-bromo-2-methylpyrazol-3-yl)-4-methoxyaniline and 1-isocyanato-4-methoxybenzene react together to produce 1-[3-(4-bromo-2-methylpyrazol-3-yl)-4-methoxyphenyl]-3-(4-methoxyphenyl)urea.
0,1,"[(1R)-1-[2-[4-(trifluoromethyl)phenyl]-4-[[4-(trifluoromethyl)piperidin-1-yl]methyl]-1,3-thiazol-5-yl]propyl] (2R)-2-methoxy-2-phenylacetate reacts in the presence of oxolane, ethanol, chlorane, oxidane, sodium(1+), hydroxide to produce (1R)-1-[2-[4-(trifluoromethyl)phenyl]-4-[[4-(trifluoromethyl)piperidin-1-yl]methyl]-1,3-thiazol-5-yl]propan-1-ol."
1,0,"ethyl diazinane-1-carboxylate and 7-fluoro-6-isocyanato-4H-1,4-benzoxazin-3-one react together in the presence of 1,4-dioxane, N,N-diethylethanamine to produce 2-(7-fluoro-3-oxo-4H-1,4-benzoxazin-6-yl)-5,6,7,8-tetrahydro-[1,2,4]triazolo[1,2-a]pyridazine-1,3-dione."
0,1,"5-methylsulfonyl-2-[(2S)-1,1,1-trifluoropropan-2-yl]oxybenzoic acid and 2-piperazin-1-yl-5-(2,2,2-trifluoroethyl)-1,3-thiazole react together in the presence of chlorane to produce [5-methylsulfonyl-2-[(2S)-1,1,1-trifluoropropan-2-yl]oxyphenyl]-[4-[5-(2,2,2-trifluoroethyl)-1,3-thiazol-2-yl]piperazin-1-yl]methanone."
0,1,"2-(3-bromo-2-ethylphenyl)propane-1,3-diol and diphenylmethanamine react together in the presence of acetonitrile, N-ethyl-N-propan-2-ylpropan-2-amine, trifluoromethylsulfonyl trifluoromethanesulfonate to produce 1-benzhydryl-3-(4-bromo-3-ethylpenta-1,3-dien-2-yl)azetidine."
0,1,"ethyl 4-amino-1-(2-chloroethyl)imidazo[4,5-c]pyridine-7-carboxylate reacts in the presence of oxolane, methanol, toluene, sodium(1+), hydroxide to produce 4-amino-1-(2-chloroethyl)imidazo[4,5-c]pyridine-7-carboxylic acid."
1,0,"thionyl dichloride and (2,4,6-trichlorophenyl)methanol react together in the presence of N,N-dimethylformamide, chloroform to produce 1,3,5-trichloro-2-(chloromethyl)benzene."
0,1,"5-methylsulfonylpyridin-2-amine and 3,5-dibromo-1-methylpyridin-2-one react together in the presence of 1,4-dioxane, (5-diphenylphosphanyl-9,9-dimethylxanthen-4-yl)-diphenylphosphane, (1E,4E)-1,5-diphenylpenta-1,4-dien-3-one, carbonate, cesium(1+), palladium to produce 5-bromo-1-methyl-3-[(5-methylsulfonylpyridin-2-yl)amino]pyridin-2-one."
1,0,"N-(2-chloro-4-methylpyrimidin-5-yl)acetamide and 3-methylbutyl nitrite react together in the presence of acetyl acetate, acetate, chloroform, potassium(1+) to produce 1-(5-chloropyrazolo[4,3-d]pyrimidin-1-yl)ethanone."
0,1,"4-[8-[(5,6-dimethoxypyridin-2-yl)amino]imidazo[1,2-b]pyridazin-6-yl]benzoic acid and 4-(2-aminoethyl)-1H-pyridin-2-one react together in the presence of 1-Ethyl-3-(3′-dimethylaminopropyl)carbodiimide, N,N-dimethylformamide, dichloromethane, 1-methylimidazole to produce 4-[8-[(5,6-dimethoxypyridin-2-yl)amino]imidazo[1,2-b]pyridazin-6-yl]-N-[2-(2-oxo-1H-pyridin-4-yl)ethyl]benzamide."
1,0,"methyl 4-(3-chloropyrazin-2-yl)sulfanyl-2-methoxy-5-nitrobenzoate reacts in the presence of oxolane, azane, sodium to produce methyl 7-methoxy-10H-pyrazino[2,3-b][1,4]benzothiazine-8-carboxylate."
0,1,4-fluoro-1-[(2-methylpropan-2-yl)oxycarbonyl]piperidine-4-carboxylic acid and 4-(trifluoromethoxy)aniline react together to produce tert-butyl 4-fluoro-4-[[4-(trifluoromethoxy)phenyl]carbamoyl]piperidine-1-carboxylate.
1,0,"benzyl 4-hydroxybenzoate and 4-fluoro-1-nitro-2-phenylmethoxybenzene react together in the presence of methylsulfinylmethane, potassium to produce benzyl 4-(4-nitro-3-phenylmethoxyphenoxy)benzoate."
0,1,"4,4,5,5-tetramethyl-2-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)-1,3,2-dioxaborolane and tert-butyl 4-bromo-3-methylpyrazole-1-carboxylate react together in the presence of acetate, 1,2-dimethoxyethane, potassium(1+) to produce tert-butyl 3-methyl-4-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)pyrazole-1-carboxylate."
1,0,"ethyl 2-[2-(methanesulfonamido)-1,3-benzothiazol-6-yl]propanoate reacts in the presence of oxolane, acetic acid, oxidane, sodium(1+), hydroxide to produce 2-[2-(methanesulfonamido)-1,3-benzothiazol-6-yl]propanoic acid."
0,1,"N-[(4-phenylmethoxyphenyl)methyl]quinoline-6-carboxamide reacts in the presence of methylsulfanylbenzene, 2,2,2-trifluoroacetic acid, hydrogen carbonate, sodium(1+) to produce N-[(4-hydroxyphenyl)methyl]quinoline-6-carboxamide."
0,1,benzyl 5-(1-hydroxy-2-methylprop-2-enyl)furan-2-carboxylate and propanoic acid react together to produce benzyl 5-[(E)-5-ethoxy-2-methyl-5-oxopent-1-enyl]furan-2-carboxylate.
0,1,"2-(1H-indol-3-yl)acetic acid and (2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanal react together in the presence of acetyl acetate, methanol, 2,2,2-trifluoroacetic acid, 1H-indole, 2,3-dihydro-1H-indole, pyridine, 1,3-thiazole to produce 2-[1-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]indol-3-yl]acetic acid."
1,0,"2-[3-[tert-butyl(diphenyl)silyl]oxypropyl]-3-phenyl-2H-furan-5-one reacts in the presence of oxolane, tetrabutylazanium, ethyl acetate, chlorane, fluoride to produce 2-(3-hydroxypropyl)-3-phenyl-2H-furan-5-one."
1,0,(4-propan-2-ylphenyl)methanol and di(imidazol-1-yl)methanone react together in the presence of toluene to produce (4-propan-2-ylphenyl)methyl imidazole-1-carboxylate.
0,1,"3-[[3-methyl-2-(2-phenylethylsulfanylmethyl)-1-benzofuran-4-yl]oxy]-N-(pyridin-3-ylmethyl)propan-1-amine and 3-chlorobenzenecarboperoxoic acid react together in the presence of dichloromethane, 2,2,2-trifluoroacetic acid to produce 3-[[3-methyl-2-(2-phenylethylsulfinylmethyl)-1-benzofuran-4-yl]oxy]-N-(pyridin-3-ylmethyl)propan-1-amine."
0,1,"N,N-diethyl-2-hydroxy-2-[3-(hydroxymethyl)-2-oxo-1H-pyridin-4-yl]butanamide reacts in the presence of N,N-diethyl-2-oxobutanamide, 1,2-dimethoxyethane, chlorane to produce 4-ethyl-4-hydroxy-1,7-dihydropyrano[3,4-c]pyridine-3,8-dione."
1,0,"iodomethane and (3aR,4R,5R,6S,7aS)-6-(difluoromethyl)-4,5-dihydroxy-3a,4,5,6,7,7a-hexahydro-3H-1,3-benzoxazole-2-thione react together in the presence of ethanol, sodium(1+), hydroxide to produce (3aR,4R,5R,6S,7aS)-6-(difluoromethyl)-2-methylsulfanyl-3a,4,5,6,7,7a-hexahydro-1,3-benzoxazole-4,5-diol."
1,0,"tert-butyl piperazine-1-carboxylate and 5-fluoro-N-(2-methyl-1-phenylpropyl)-2-nitroaniline react together in the presence of acetonitrile, N-ethyl-N-propan-2-ylpropan-2-amine to produce tert-butyl 4-[3-[(2-methyl-1-phenylpropyl)amino]-4-nitrophenyl]piperazine-1-carboxylate."
1,0,"1,2,3,6-tetrahydropyridine and 4-bromo-3,6-dichloropyridazine react together in the presence of N,N-dimethylformamide, oxidane, carbonate, potassium(1+) to produce 3,6-dichloro-4-(3,6-dihydro-2H-pyridin-1-yl)pyridazine."
1,0,"tert-butyl 5-amino-1,3,3a,4,5,6,7,7a-octahydroisoindole-2-carboxylate and 2,4,5-trichloropyrimidine react together in the presence of N,N-diethylethanamine, ethanol to produce tert-butyl 5-[(2,5-dichloropyrimidin-4-yl)amino]-1,3,3a,4,5,6,7,7a-octahydroisoindole-2-carboxylate."
0,1,"[1-hydroxy-2-[(6S,8S,9S,10R,11S,13S,14S,17R)-11-hydroxy-6,10,13-trimethyl-3-oxo-17-propanoyloxy-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-17-yl]-2-oxoethyl] (2S)-3-methyl-2-[[(2S)-1-[(2S)-2-[[(2S)-2-[(2-methylpropan-2-yl)oxycarbonylamino]propanoyl]amino]propanoyl]pyrrolidine-2-carbonyl]amino]butanoate and pentanoic acid react together in the presence of Dicyclohexylcarbodiimide, 4-methylmorpholine, dichloromethane, 1-hydroxybenzotriazole to produce [1-hydroxy-2-[(6S,8S,9S,10R,11S,13S,14S,17R)-11-hydroxy-6,10,13-trimethyl-3-oxo-17-propanoyloxy-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-17-yl]-2-oxoethyl] (2S)-3-methyl-2-[[(2S)-1-[(2S)-2-[[(2S)-2-(pentanoylamino)propanoyl]amino]propanoyl]pyrrolidine-2-carbonyl]amino]butanoate."
0,1,"tert-butyl N-[(3R)-pyrrolidin-3-yl]carbamate and oxan-4-one react together in the presence of triacetyloxyboranuide, dichloromethane, sodium(1+) to produce tert-butyl N-[(3R)-1-(oxan-4-yl)pyrrolidin-3-yl]carbamate."
0,1,"N',N'-dibutylethane-1,2-diamine and 4-(6,7-dimethoxyquinazolin-4-yl)oxy-2-methoxyaniline react together in the presence of N,N-diethylethanamine, chloroform, oxidane to produce 1-[2-(dibutylamino)ethyl]-3-[4-(6,7-dimethoxyquinazolin-4-yl)oxy-2-methoxyphenyl]urea."
1,0,"5-[(2R,3R,5R,6S)-6-methyl-3,5-bis(phenylmethoxy)oxan-2-yl]oxypentanoic acid and benzyl (4R)-4-[(2R,3R,5R,6S)-5-[(2R)-3-azido-2-methylpropanoyl]oxy-3-hydroxy-6-methyloxan-2-yl]oxypentanoate react together in the presence of hexane, 1-Ethyl-3-(3′-dimethylaminopropyl)carbodiimide, ethyl acetate, N,N-dimethylpyridin-4-amine, chlorane, dichloromethane to produce benzyl (4R)-4-[(2R,3R,5R,6S)-5-[(2R)-3-azido-2-methylpropanoyl]oxy-6-methyl-3-[5-[(2R,3R,5R,6S)-6-methyl-3,5-bis(phenylmethoxy)oxan-2-yl]oxypentanoyloxy]oxan-2-yl]oxypentanoate."
0,1,"5-hydroxy-2-(2-methoxyethyl)isoindole-1,3-dione and 1-(bromomethyl)-4-fluorobenzene react together in the presence of propan-2-one, carbonate, potassium(1+) to produce 5-[(4-fluorophenyl)methoxy]-2-(2-methoxyethyl)isoindole-1,3-dione."
1,0,"4-[(2E)-3,7-dimethylocta-2,6-dienoxy]benzoic acid and 5-[2-(diethylamino)ethylsulfanyl]-1,3,4-thiadiazol-2-amine react together in the presence of oxolane, di(imidazol-1-yl)methanone, hydride, sodium(1+) to produce N-[5-[2-(diethylamino)ethylsulfanyl]-1,3,4-thiadiazol-2-yl]-4-[(2E)-3,7-dimethylocta-2,6-dienoxy]benzamide."
1,0,"2-methylpropan-2-ol and 3-(3-methylbenzoyl)-6-oxo-7-phenylthieno[2,3-b]pyridine-2-carboxylic acid react together in the presence of N,N-diethylethanamine, sodium(1+) to produce tert-butyl N-[3-(3-methylbenzoyl)-6-oxo-7-phenylthieno[2,3-b]pyridin-2-yl]carbamate."
1,0,"ethyl 2-amino-6-ethylsulfanyl-1H-benzimidazole-4-carboxylate and 3-chlorobenzenecarboperoxoic acid react together in the presence of dichloromethane, hydrogen carbonate, sodium(1+) to produce ethyl 2-amino-6-ethylsulfonyl-1H-benzimidazole-4-carboxylate."
1,0,2-methylpropan-2-amine and 5-chloro-2-fluorobenzenesulfonyl chloride react together in the presence of oxolane to produce N-tert-butyl-5-chloro-2-fluorobenzenesulfonamide.
0,1,"2-[2-[7,8-bis(4-chlorophenyl)-3-oxo-[1,2,4]triazolo[4,3-b]pyridazin-2-yl]ethyl]isoindole-1,3-dione reacts in the presence of ethanol, ethyl acetate, hydrazine, oxidane to produce 2-(2-aminoethyl)-7,8-bis(4-chlorophenyl)-[1,2,4]triazolo[4,3-b]pyridazin-3-one."
1,0,"1-acetyl-4-chloro-5-fluoro-2H-indol-3-one and dimethyl sulfate react together in the presence of hydrogen carbonate, sodium(1+), hydroxide to produce 1-(4-chloro-5-fluoro-3-methoxyindol-1-yl)ethanone."
0,1,"2-[1-[(4-fluorophenyl)methyl]-5-oxo-1,2,4-triazol-4-yl]-4-methyl-1,3-thiazole-5-carboxylic acid and (2-methyl-1,3-thiazol-5-yl)methanamine react together in the presence of 4-methyl-2-[5-oxo-1-[[4-(trifluoromethyl)phenyl]methyl]-1,2,4-triazol-4-yl]-1,3-thiazole-5-carboxylic acid, chlorane to produce 2-[1-[(4-fluorophenyl)methyl]-5-oxo-1,2,4-triazol-4-yl]-4-methyl-N-[(2-methyl-1,3-thiazol-5-yl)methyl]-1,3-thiazole-5-carboxamide."
1,0,"3-amino-4-[(2R)-3-methoxy-2-[(2-methylpropan-2-yl)oxycarbonylamino]-3-oxopropyl]sulfanylbenzoic acid reacts in the presence of 2-methoxy-2-methylpropane, sodium(1+), hydroxide to produce 3-amino-4-[(2R)-2-carboxy-2-[(2-methylpropan-2-yl)oxycarbonylamino]ethyl]sulfanylbenzoic acid."
0,1,"bromomethylbenzene and 3-hydroxy-2-(2-hydroxyethyl)-4-phenylmethoxy-2H-furan-5-one react together in the presence of oxolane, N-ethyl-N-propan-2-ylpropan-2-amine, chlorane to produce 2-(2-hydroxyethyl)-3,4-bis(phenylmethoxy)-2H-furan-5-one."
1,0,"1-bromooctane and methyl 4-[4-hydroxy-3-[2-hydroxy-5-(4-methoxy-4-oxobutyl)phenyl]phenyl]butanoate react together in the presence of N,N-dimethylformamide, carbonate, copper, potassium(1+) to produce methyl 4-[4-hydroxy-3-[5-(4-methoxy-4-oxobutyl)-2-octoxyphenyl]phenyl]butanoate."
1,0,"[bromo(phenyl)methyl]benzene and 3-(cyclopropylmethyl)-9,9-dimethyl-3,7-diazabicyclo[3.3.1]nonane react together in the presence of oxolane, 2-hydroxypropane-1,2,3-tricarboxylic acid, lithium(1+), azanide to produce 3-benzhydryl-7-(cyclopropylmethyl)-9,9-dimethyl-3,7-diazabicyclo[3.3.1]nonane."
1,0,"tert-butyl [[cyano(phenyl)methylidene]amino] carbonate and (1S,2R,3S,4S,5R,6R)-2-amino-3-[(3,4-dichlorophenyl)methoxy]-4-hydroxybicyclo[3.1.0]hexane-2,6-dicarboxylic acid react together in the presence of 1,4-dioxane, N,N-diethylethanamine, chlorane, oxidane to produce (1S,2R,3S,4S,5R,6R)-3-[(3,4-dichlorophenyl)methoxy]-4-hydroxy-2-[(2-methylpropan-2-yl)oxycarbonylamino]bicyclo[3.1.0]hexane-2,6-dicarboxylic acid."
0,1,"tributyl(ethenyl)stannane and 8-iodo-3,4-dihydro-1H-1-benzazepine-2,5-dione react together in the presence of ethyl acetate, N,N-dimethylformamide, iodocopper, fluoride, potassium(1+), palladium;triphenylphosphanium to produce 8-ethenyl-3,4-dihydro-1H-1-benzazepine-2,5-dione."
0,1,"N-[2-[4-methoxy-3-[[5-methyl-7-[3-(trifluoromethyl)phenyl]imidazo[5,1-f][1,2,4]triazin-2-yl]amino]phenyl]ethyl]acetamide reacts in the presence of chlorane to produce N-[5-(2-aminoethyl)-2-methoxyphenyl]-5-methyl-7-[3-(trifluoromethyl)phenyl]imidazo[5,1-f][1,2,4]triazin-2-amine."
0,1,"iodomethane and 5-(3-methoxyphenyl)-3-(5-piperidin-4-yl-1,3,4-oxadiazol-2-yl)pyridin-2-amine react together in the presence of oxolane, hydride, sodium(1+) to produce 5-(3-methoxyphenyl)-3-[5-(1-methylpiperidin-4-yl)-1,3,4-oxadiazol-2-yl]pyridin-2-amine."
0,1,"2-(3-methylphenyl)-5-methylsulfonyl-7-propoxy-[1,3]oxazolo[5,4-d]pyrimidine and 3H-1,3-thiazole-2-thione react together in the presence of N,N-dimethylformamide, carbonate, cesium(1+) to produce 2-(3-methylphenyl)-7-propoxy-5-(1,3-thiazol-2-ylsulfanyl)-[1,3]oxazolo[5,4-d]pyrimidine."
0,1,"4,4,5,5-tetramethyl-2-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)-1,3,2-dioxaborolane and [1-(2,2,2-trifluoroacetyl)-3,6-dihydro-2H-pyridin-4-yl] trifluoromethanesulfonate react together in the presence of 1,4-dioxane, dichloropalladium;triphenylphosphanium, oxidane, carbonate, cesium(1+), iron(2+), 2,4-Cyclopentadien-1-yldiphenylphosphine, 2,4-Cyclopentadien-1-yldiphenylphosphine to produce 2,2,2-trifluoro-1-[4-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)-3,6-dihydro-2H-pyridin-1-yl]ethanone."
1,0,"N,N-diethylethanamine and ethyl 3-aminobenzoate react together in the presence of oxolane, chloroform, oxidane to produce ethyl 4-[[7-methyl-4-oxo-5-(2-oxo-2-thiophen-2-ylethyl)-1-(thiophene-2-carbonyl)-2,3-dihydro-1,5-benzodiazepin-3-yl]carbamoylamino]benzoate."
1,0,"2-methoxy-5-methyl-4-pyridin-4-ylaniline and (2,2,2-trifluoroacetyl) 2,2,2-trifluoroacetate react together in the presence of oxolane, N,N-diethylethanamine to produce 2,2,2-trifluoro-N-(2-methoxy-5-methyl-4-pyridin-4-ylphenyl)acetamide."
0,1,"N,N-dibenzyl-2-[[5-tert-butyl-2-(2-methylphenyl)pyrazol-3-yl]amino]benzenesulfonamide reacts in the presence of sulfuric acid, sodium(1+), hydroxide to produce 2-[[5-tert-butyl-2-(2-methylphenyl)pyrazol-3-yl]amino]benzenesulfonamide."
0,1,"2-chloro-9-methyl-6-morpholin-4-ylpurine-8-carbaldehyde and 2-(1H-benzimidazol-2-yl)ethanol react together in the presence of 1,4-dioxane, dicyclohexyl-[2-[2,4,6-tri(propan-2-yl)phenyl]phenyl]phosphane, (1E,4E)-1,5-diphenylpenta-1,4-dien-3-one, carbonate, cesium(1+), palladium to produce 2-[2-(2-hydroxyethyl)benzimidazol-1-yl]-9-methyl-6-morpholin-4-ylpurine-8-carbaldehyde."
0,1,"8-methoxyquinoline and (2-trimethylsilylphenyl) trifluoromethanesulfonate react together in the presence of oxolane, 1,4,7,10,13,16-hexaoxacyclooctadecane, fluoride, potassium(1+) to produce 5-(4-chlorophenyl)-5,6a-dihydroquinolino[1,2-a][3,1]benzoxazine."
0,1,"2-oxo-1H-quinoline-3-carbaldehyde and 4-[2-(1,3-benzodioxol-4-yl)ethyl]piperidine react together in the presence of oxolane, acetic acid, triacetyloxyboranuide, hydrogen carbonate, sodium(1+) to produce 3-[[4-[2-(1,3-benzodioxol-4-yl)ethyl]piperidin-1-yl]methyl]-1H-quinolin-2-one."
1,0,"methyl 4-(2,2,2-trifluoroethylamino)benzoate reacts in the presence of methanol, oxidane, potassium(1+), hydroxide to produce 4-(2,2,2-trifluoroethylamino)benzoic acid."
0,1,"4-(2-fluorophenyl)oxane-4-carbonitrile reacts in the presence of 1,2-dimethoxyethane, (2R,3R)-2,3-dihydroxybutanedioate, aluminum(3+), hydride, potassium(1+), lithium(1+), sodium(1+) to produce spiro[1,2-dihydroindole-3,1'-cyclobutane]."
0,1,"2-oxo-3,4-diphenylbutanoic acid reacts in the presence of oxolane, chloromethylbenzene to produce 2-oxo-3-phenylpropanoic acid."
0,1,"toluene and pyren-1-ylboronic acid react together in the presence of carbonate, potassium(1+), palladium;triphenylphosphanium to produce 1-(9,10-diphenyl-6-pyren-1-yl-9,10-dihydrophenanthren-3-yl)pyrene."
0,1,2-(azetidin-3-yloxy)-5-bromopyridine and (4-nitrophenyl) carbonochloridate react together in the presence of chlorane to produce (4-nitrophenyl) 3-(5-bromopyridin-2-yl)oxyazetidine-1-carboxylate.
0,1,"prop-1-en-2-yl N-[6-(4-nitronaphthalen-1-yl)oxypyrimidin-4-yl]carbamate and 4-methylmorpholine react together in the presence of oxolane, methanol, azane to produce [6-(4-nitronaphthalen-1-yl)oxypyrimidin-4-yl]urea."
1,0,"tert-butyl piperazine-1-carboxylate and 5-bromo-6-methylpyridine-2-carbaldehyde react together in the presence of triacetyloxyboranuide, 1,2-dichloroethane, oxidane, sodium(1+) to produce tert-butyl 4-[(5-bromo-6-methylpyridin-2-yl)methyl]piperazine-1-carboxylate."
0,1,"tert-butyl N-[4-[(2-methyl-6-nitro-3H-imidazo[2,1-b][1,3]oxazol-2-yl)methyl]piperazin-1-yl]carbamate and 4-(trifluoromethoxy)benzaldehyde react together in the presence of dichloromethane, 2,2,2-trifluoroacetic acid, hydrogen carbonate, sodium(1+) to produce N-[4-[(2-methyl-6-nitro-3H-imidazo[2,1-b][1,3]oxazol-2-yl)methyl]piperazin-1-yl]-1-[4-(trifluoromethoxy)phenyl]methanimine."
1,0,"2-hydroxybenzonitrile and 4,5-dichloro-2-(oxan-2-yl)pyridazin-3-one react together in the presence of acetonitrile, carbonate, potassium(1+) to produce 2-[5-chloro-1-(oxan-2-yl)-6-oxopyridazin-4-yl]oxybenzonitrile."
0,1,"tert-butyl 2-[4-(aminomethyl)phenyl]benzoate and ethyl 3-oxonon-4-enoate react together in the presence of oxolane, benzene to produce tert-butyl 2-[4-[[(2-ethoxycarbonyl-3-hydroxynona-2,4-dienylidene)amino]methyl]phenyl]benzoate."
1,0,"2-benzyl-4-methyl-7-phenylmethoxy-1H-benzimidazole reacts in the presence of methane, ethanol, molecular hydrogen, palladium to produce 2-benzyl-7-methyl-3H-benzimidazol-4-ol."
0,1,"N-[3-[[4-[1-(benzenesulfonyl)-5-methoxypyrrolo[2,3-b]pyridin-3-yl]-6-chloropyridin-2-yl]amino]cyclohexyl]cyclopropanesulfonamide reacts in the presence of 1,4-dioxane, sodium(1+), hydroxide to produce N-[3-[[6-chloro-4-(5-methoxy-1H-pyrrolo[2,3-b]pyridin-3-yl)pyridin-2-yl]amino]cyclohexyl]cyclopropanesulfonamide."
1,0,methyl carbonochloridate and toluene react together in the presence of potassium(1+) to produce bis[2-chloro-4-fluoro-5-(methoxycarbonylamino)phenyl] carbonate.
0,1,"3-(1-ethenylsulfonylpiperidin-4-yl)-5-phenyl-1H-indole-7-carboxamide and 2-piperidin-1-ylethanol react together in the presence of methylsulfinylmethane, carbonate, iodide, potassium(1+), sodium(1+) to produce 5-phenyl-3-[1-[2-(2-piperidin-1-ylethoxy)ethylsulfonyl]piperidin-4-yl]-1H-indole-7-carboxamide."
0,1,"tert-butyl 4-[4-methoxy-2-[(2-methylpyridine-4-carbonyl)amino]-1,3-benzothiazol-7-yl]-3,6-dihydro-2H-pyridine-1-carboxylate reacts in the presence of oxolane, methanol, palladium to produce tert-butyl 4-[4-methoxy-2-[(2-methylpyridine-4-carbonyl)amino]-1,3-benzothiazol-7-yl]piperidine-1-carboxylate."
0,1,"(2R)-N,N-dibenzyl-8-bromo-1,2,3,4-tetrahydronaphthalen-2-amine and triethyl borate react together in the presence of oxolane, lithium;butane to produce [(7R)-7-(dibenzylamino)-5,6,7,8-tetrahydronaphthalen-1-yl]boronic acid."
0,1,"tert-butyl (2-methylpropan-2-yl)oxycarbonyl carbonate and 1-[5-(aminomethyl)pyridin-2-yl]-3-methylbutan-1-ol react together in the presence of N,N-diethylethanamine, chlorane, dichloromethane to produce tert-butyl N-[[6-(1-hydroxy-3-methylbutyl)pyridin-3-yl]methyl]carbamate."
0,1,"2-chloro-N,N-dimethylethanamine and 2-hydroxybenzamide react together in the presence of 1,4-dioxane, chlorane, oxidane, carbonate, potassium(1+) to produce 2-[2-(dimethylamino)ethoxy]benzamide."
0,1,"(1R)-1-naphthalen-1-ylethanamine and 1,3-dichloroprop-1-ene react together in the presence of propan-2-ol, carbonate, iodide, potassium(1+) to produce 3-chloro-N-[(1R)-1-naphthalen-1-ylethyl]prop-2-en-1-amine."
0,1,"2,2-dimethyl-N-prop-2-enylpent-4-en-1-imine reacts in the presence of methanol, boranuide, sodium(1+) to produce 2,2-dimethyl-N-prop-2-enylpent-4-en-1-amine."
1,0,"3-(3-acetyloxy-4-methoxyphenyl)prop-2-enoic acid and (4-methylcyclohexyl)azanium react together in the presence of N,N-diethylethanamine, 1-[chloro(ethoxy)phosphoryl]oxyethane, N,N-dimethylpyridin-4-amine, (E)-3-(3-hydroxy-4-methoxyphenyl)prop-2-enoic acid, dichloromethane, chloride to produce [2-methoxy-5-[3-[(4-methylcyclohexyl)amino]-3-oxoprop-1-enyl]phenyl] acetate."
