reaction,High-yielding,Not high-yielding
COc1ccc(Cl)cc1B(O)O.Nc1cc(Cl)nc(Nc2ccc(Cl)cc2)n1>CC(=O)[O-].CCOCC.Cc1ccccc1.O=P([O-])([O-])[O-].[K+].[Pd+2].c1ccc(-c2ccccc2P(C2CCCCC2)C2CCCCC2)cc1>COc1ccc(Cl)cc1-c1cc(N)nc(Nc2ccc(Cl)cc2)n1,0,1
CC(C)(COC1CCCCO1)c1cc(NC(=O)C(C)(C)S(=O)(=O)C2CCOCC2)on1>CCO.Cl>CC(C)(CO)c1cc(NC(=O)C(C)(C)S(=O)(=O)C2CCOCC2)on1,1,0
COc1cc(C(=O)NC2CNC2)c(F)cc1Nc1ncc2c(n1)N(C1CCCC1)CC(F)(F)C(=O)N2C.CS(=O)(=O)Cl>CCN(C(C)C)C(C)C.ClCCl>COc1cc(C(=O)NC2CN(S(C)(=O)=O)C2)ccc1Nc1ncc2c(n1)N(C1CCCC1)CC(F)(F)C(=O)N2C,0,1
Cc1ccc(-c2ncnc(Cl)c2OCc2ccccc2)cc1.N#Cc1ccc(N)cc1F>CN(C)C=O.[H-].[Na+]>Cc1ccc(-c2ncnc(Nc3ccc(C#N)c(F)c3)c2OCc2ccccc2)cc1,1,0
Cc1nc(C2CCC2)cs1.N#Cc1cccc(CBr)c1>C1CCOC1.CC(C)(C)[O-].[Cl-].[K+].[Li]CCCC.[NH4+]>N#Cc1cccc(CCc2nc(C3CCC3)cs2)c1,0,1
Cc1nccc(-c2sc(C3(C)CCN(C(=O)OC(C)(C)C)CC3)nc2-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)n1>ClCCl.O=C(O)C(F)(F)F>Cc1nccc(-c2sc(C3(C)CCNCC3)nc2-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)n1,0,1
CCNCC.COc1cc(-c2cc3cc(C=O)ccc3n2C(=O)OC(C)(C)C)c2c(c1O)CNC2=O>CC#N.CC(=O)O.CC(=O)O[BH-](OC(C)=O)OC(C)=O.[Na+]>CCN(CC)Cc1ccc2c(c1)cc(-c1cc(OC)c(O)c3c1C(=O)NC3)n2C(=O)OC(C)(C)C,0,1
CN(C)C(OC(C)(C)C)N(C)C.CSc1nc(C)c([N+](=O)[O-])cc1Cl>>CSc1nc(C=CN(C)C)c([N+](=O)[O-])cc1Cl,1,0
CC(C)(C)C(O)C(=CC1CCCCC1)n1cncn1.O=C([O-])O.c1ccncc1>CC(=O)OC(C)=O.[Na+]>CC(=O)OC(C(=CC1CCCCC1)n1cncn1)C(C)(C)C,1,0
C1CCOC1.CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.CCOC(=O)c1[nH]c2cc(C(F)(F)F)ccc2c1NCC(=O)c1ccccc1>CCOC(C)=O.CN(C)c1ccccn1>O=C(CCNc1c(C(=O)O)[nH]c2cc(C(F)(F)F)ccc12)c1ccccc1,0,1
CCC(Oc1ccccc1C(C)=O)C(=O)O[C@H]1C[C@H](O[Si](C)(C)C(C)(C)C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O[Si](C)(C)C(C)(C)C)CC(=O)O3)[C@H]21>C1CCOC1.CCCC[N+](CCCC)(CCCC)CCCC.[F-]>CCC(Oc1ccccc1C(C)=O)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,0,1
N#Cc1ccc(N)c(O)c1.O=C=NCc1ccccc1Cl>CN(C)C=O>N#Cc1ccc(NC(=O)NCc2ccccc2Cl)c(O)c1,0,1
O=Cc1ccc(Br)cc1F>CO.O.[BH4-].[Na+]>OCc1ccc(Br)cc1F,1,0
C=O.COc1cc(C(C)C)c2c(c1)S(=O)(=O)NC2=O.Cl[Sn](Cl)(Cl)Cl>C[Si](C)(C)Cl.ClCCCl.O>COc1cc(C(C)C)c2c(c1)S(=O)(=O)N(CCl)C2=O,1,0
C=CCN(C)CCCCO[C@H]1CC[C@H](N(C)C(=O)OC(C)(C)C)CC1>ClCCl.O=C(O)C(F)(F)F>C=CCN(C)CCCCO[C@H]1CC[C@H](NC)CC1,1,0
BrCc1ccccc1.CC(C)(C#N)CO>CCCCCC.CN(C)C=O.O.[H-].[Na+]>CC(C)(C#N)COCc1ccccc1,1,0
O=C1Cc2cc(Br)cnc2N1.OB(O)c1ccccc1>CCO.CCOCC.Cc1ccccc1.ClC(Cl)Cl.Cl[Pd](Cl)([PH](c1ccccc1)(c1ccccc1)c1ccccc1)[PH](c1ccccc1)(c1ccccc1)c1ccccc1.O=C([O-])[O-].[Cl-].[Li+].[Na+]>O=C1Cc2cc(-c3ccccc3)cnc2N1,0,1
CC(=O)O[C@@H]1C=C[C@H](O[Si](C)(C)C(C)(C)C)CC1.COc1ccc(Cn2c(C#N)c(-c3c[nH]c4ccccc34)n(-c3cn(C)c4ccccc34)c2=O)c(OC)c1>CN(C)C=O.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.[Cl-].[H-].[Li+].[Pd].c1ccc(P(c2ccccc2)c2ccccc2)cc1>COc1ccc(Cn2c(C#N)c(-c3cn([C@@H]4C=C[C@H](O[Si](C)(C)C(C)(C)C)CC4)c4ccccc34)n(-c3cn(C)c4ccccc34)c2=O)c(OC)c1,1,0
CCN.O=C(O)c1cscc1Br>O>CCNC(=O)c1cscc1Br,0,1
CCc1cc(Br)cc(Oc2ccc(CCC(=O)OC)c(C)c2)c1.Oc1ccc(Cl)cc1Oc1ccccc1>>CCc1cc(Oc2ccc(CCC(=O)O)c(C)c2)cc(Oc2ccc(Cl)cc2Oc2ccccc2)c1,0,1
COC(=O)C1=C(OS(=O)(=O)C(F)(F)F)CCN(C(=O)OC(C)(C)C)C1.Cc1cc(Cl)c(OCCOc2ccc(Br)cn2)c(Cl)c1>C1CCOC1.[Cl-].[Li]CCCC.[NH4+].[Zn+2].c1ccc([PH](c2ccccc2)(c2ccccc2)[Pd]([PH](c2ccccc2)(c2ccccc2)c2ccccc2)([PH](c2ccccc2)(c2ccccc2)c2ccccc2)[PH](c2ccccc2)(c2ccccc2)c2ccccc2)cc1>COC(=O)C1=C(c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)nc2)CCN(C(=O)OC(C)(C)C)C1,1,0
Cc1sc(C(=O)NCc2ccc3c(c2)OCO3)cc1[N+](=O)[O-]>CO.[Ni]>Cc1sc(C(=O)NCc2ccc3c(c2)OCO3)cc1N,1,0
ClI.Clc1ccc2nc(-c3ccccc3)cn2n1>ClC(Cl)Cl.O=S([O-])([O-])=S.[Na+]>Clc1ccc2nc(-c3ccccc3)c(I)n2n1,1,0
C=O.CCOC(=O)CCCCc1c(C)nn2c(CC)ccc2c1-c1cncc(N)c1.[BH3-]C#N>CC#N.CC(=O)O.CO.O=C([O-])O.[Na+]>CCOC(=O)CCCCc1c(C)nn2c(CC)ccc2c1-c1cncc(N(C)C)c1,0,1
CC(C)(C)c1ccc(O)cc1.CC(C)c1cccc(C(C)C)c1-n1c(=O)c2cc(Br)c3c4cccc5c(Br)ccc(c6c(Br)cc(c1=O)c2c36)c54.O=C([O-])[O-]>CN1CCCC1=O.Cl.[K+]>CC(C)c1cccc(C(C)C)c1-n1c(=O)c2cc(Oc3ccc(C(C)(C)C)cc3)c3c4cccc5c(Oc6ccc(C(C)(C)C)cc6)ccc(c6c(Oc7ccc(C(C)(C)C)cc7)cc(c1=O)c2c36)c54,1,0
COC(=O)[C@@H](N)C(C)C.C[C@H](C(=O)O)c1ccc(Nc2nc(C(F)(F)F)cs2)cc1>Cl>CC(C)[C@H](NC(=O)[C@@H](C)c1ccc(Nc2nc(C(F)(F)F)cs2)cc1)C(=O)O,0,1
CC(C)(C)OC(=O)N(CCOc1cc(Cl)cc(C(=O)N(CCCn2ncnn2)c2cccc(F)c2)c1)c1ccncc1>ClCCl.O=C(O)C(F)(F)F>O=C(c1cc(Cl)cc(OCCNc2ccncc2)c1)N(CCCn1ncnn1)c1cccc(F)c1,1,0
ClCCCCBr.Sc1ccccn1>CCN(CC)CC.CCO>ClCCCCSc1ccccn1,0,1
Cl[Si](c1ccccc1)(c1ccccc1)c1ccccc1.O=c1ccn([C@H]2C[C@H](F)[C@@H](CO)O2)c(=O)[nH]1>c1ccncc1>O=c1ccn([C@H]2C[C@H](F)[C@@H](CO[Si](c3ccccc3)(c3ccccc3)c3ccccc3)O2)c(=O)[nH]1,0,1
C=CCOC(=O)Nc1cccc(C(=O)Cc2ccnc(Cl)n2)c1F.NC(=S)C1CCOCC1>CC(=O)N(C)C.O.O=C1CCC(=O)N1Br>C=CCOC(=O)Nc1cccc(-c2nc(C3CCOCC3)sc2-c2ccnc(Cl)n2)c1F,0,1
CCOC(=O)CCc1cc(CCN)cc(Cc2cccnc2)c1.O=S(=O)(Cl)C1CCCCC1>CCN(CC)CC.CN(C)c1ccncc1.ClCCl>CCOC(=O)CCc1cc(CCNS(=O)(=O)C2CCCCC2)cc(Cc2cccnc2)c1,0,1
C=CC(C)(C)C(=CCl)Oc1ccc(Cl)cc1>Cl.O=CO>C=CC(C)(C)C(=O)CCl,1,0
CNC(=O)/C(=N/O)c1ccccc1Oc1ccc(C)cc1.O=C([O-])[O-]>CC(C)=O.COS(=O)(=O)OC.O.[K+]>CNC(=O)/C(=N/OC)c1ccccc1Oc1ccc(C)cc1,1,0
CS(=O)(=O)c1ccc(O)cn1.O=[N+]([O-])c1ccc(F)cc1OCc1ccccc1>CN(C)C=O.O=C([O-])[O-].[K+]>CS(=O)(=O)c1ccc(Oc2ccc([N+](=O)[O-])c(OCc3ccccc3)c2)cn1,1,0
CCOP(=O)(CCCOn1cnc2c(=O)[nH]c(N)nc21)OCC>CN(C)C=O.C[Si](C)(C)Br>Nc1nc2c(ncn2OCCCP(=O)(O)O)c(=O)[nH]1,0,1
CC(C)CBr.N#C[C@@H]1C[C@H](F)CN1C(=O)CNC12CCC(C(=O)O)(CC1)CC2>>CC(C)COC(=O)C12CCC(NCC(=O)N3C[C@@H](F)C[C@H]3C#N)(CC1)CC2,0,1
ClCc1nc2ccccc2o1.Oc1ccc(CCCn2ccnc2)cc1>>c1ccc2oc(COc3ccc(CCCn4ccnc4)cc3)nc2c1,0,1
Cc1cc(Cl)cc2c(=O)oc(-c3cc(C(F)(F)F)nn3-c3ncccc3Cl)nc12.NCC1CCO1>C1CCOC1>Cc1cc(Cl)cc(C(=O)NCC2CCO2)c1NC(=O)c1cc(C(F)(F)F)nn1-c1ncccc1Cl,1,0
CCOC(=O)c1sc(N2CC[C@H](NC(=O)c3nc(Cl)c(CC)[nH]3)[C@H](OCC)C2)nc1C(=O)O.NCC(F)F>CCN=C=NCCCN(C)C.Cl.On1nnc2ccccc21>CCOC(=O)c1sc(N2CC[C@H](NC(=O)c3nc(Cl)c(CC)[nH]3)[C@H](OCC)C2)nc1C(=O)NCC(F)F,1,0
CC(C)(C)OC(=O)N1CCC(C=O)CC1.COc1c(F)cccc1[C@@H]1C[C@H]1N>CC(=O)O[BH-](OC(C)=O)OC(C)=O.CO.Cl.ClCCCl.ClCCl.[Na+]>COc1c(F)cccc1[C@@H]1C[C@H]1NCC1CCN(C(=O)OC(C)(C)C)CC1,0,1
Cn1cc(-c2ccc3nnc(C(F)(F)c4ccc5nc(NC(=O)C6CC6)cn5n4)n3c2)cn1>CO.Cl.O>Cn1cc(-c2ccc3nnc(C(F)(F)c4ccc5nc(N)cn5n4)n3c2)cn1,0,1
CC(C)(C)OC(=O)NC(CCOS(C)(=O)=O)c1cccc(Cl)c1.[I-]>CC(C)=O.CCN(C(C)C)C(C)C.CS(=O)(=O)Cl.ClCCl.[Na+]>CC(C)(C)OC(=O)NC(CCI)c1cccc(Cl)c1,1,0
BrCc1ccccc1.O=C(O)C1CCc2cc(O)ccc2O1>C1CCOC1.CCOC(C)=O.Cl.O=C([O-])[O-].[Al+3].[H-].[K+].[Li+]>OCC1CCc2cc(OCc3ccccc3)ccc2O1,0,1
C[C@@H](O)[C@H](NC(=O)OC(C)(C)C)C(=O)O.NOCc1ccccc1>C(=NC1CCCCC1)=NC1CCCCC1.C1CCOC1.Cl.On1nnc2ccccc21>C[C@@H](O)[C@H](NC(=O)OC(C)(C)C)C(=O)NOCc1ccccc1,0,1
COC(=O)C(NCc1ccccc1)c1ccc(F)cc1>CC(C)O.Cl.O=C[O-].[NH4+].[Pd]>COC(=O)C(N)c1ccc(F)cc1,1,0
N#Cc1cccc(-c2ccc3c(Cl)c[nH]c(=O)c3c2)c1.O=P(Cl)(Cl)Cl>CC#N>N#Cc1cccc(-c2ccc3c(Cl)cnc(Cl)c3c2)c1,1,0
CC(C)(C)OC(=O)NC1(c2ccc(-c3c(-c4ccccc4)oc4ccc(F)cc4c3=O)cc2)CCC1.COc1c([N+](=O)[O-])ccc2c(=O)c(I)c(-c3ccccc3)oc12>>COc1c([N+](=O)[O-])ccc2c(=O)c(-c3ccc(C4(NC(=O)OC(C)(C)C)CCC4)cc3)c(-c3ccccc3)oc12,1,0
BrCC1CC1.CCOc1cc(=O)n(C)cc1-c1cc(NS(=O)(=O)CC)ccc1Oc1ccc(F)cc1F>CN(C)C=O.O.[H-].[Na+]>CCOc1cc(=O)n(C)cc1-c1cc(N(CC2CC2)S(=O)(=O)CC)ccc1Oc1ccc(F)cc1F,0,1
C=CCCC(=O)C1CC(OC)(OC)C1.CC(=O)[O-].OCC(F)(F)F.[C-]#[N+]C(C)(C)C.[NH4+]>CCOC(C)=O>C=CCCC(NC(C)=O)(C(=O)NC(C)(C)C)C1CC(OC)(OC)C1,1,0
CCOC(=O)[C@@](C)(CCn1cc(-c2ccccc2)c(C)n1)S(C)(=O)=O>C1CCOC1.CO.O.[K+].[OH-]>Cc1nn(CC[C@](C)(C(=O)O)S(C)(=O)=O)cc1-c1ccccc1,1,0
COC(=O)CS.O=Cc1cccc(C(F)(F)F)c1F>CN(C)C=O.O.O=C([O-])[O-].[K+]>COC(=O)c1cc2cccc(C(F)(F)F)c2s1,1,0
COc1ccc(N)cc1.O=[N+]([O-])c1cnccc1Cl>CC(=O)[O-].CCO.O.[Na+]>COc1ccc(Nc2ccncc2[N+](=O)[O-])cc1,1,0
COc1cc2c(-c3cc4c(CNCCc5cccs5)ccnc4n3S(=O)(=O)c3ccc(C)cc3)cn(C)c2cc1OC>[K+].[OH-]>COc1cc2c(-c3cc4c(CNCCc5cccs5)ccnc4[nH]3)cn(C)c2cc1OC,1,0
O=C(O)c1c(F)cc(Br)cc1F.On1nnc2ccccc21>CCN=C=NCCCN(C)C.N>NC(=O)c1c(F)cc(Br)cc1F,1,0
CC(C)(C)OC(=O)N1CC(C(=O)N2CC[C@@H](O)C2)C1>ClCCl.O=C(O)C(F)(F)F>O=C(C1CNC1)N1CC[C@@H](O)C1,1,0
O=C(CCC(=O)C(CC1CCOCC1)c1ccc(S(=O)(=O)C2CC2)cc1)c1ccccn1.[NH4+]>CC(=O)[O-].CCOC(C)=O.CN(C)C=O>O=S(=O)(c1ccc(C(CC2CCOCC2)c2ccc(-c3ccccn3)[nH]2)cc1)C1CC1,0,1
COC(=O)c1cccc(OC[C@@H]2COC(C)(C)O2)c1>C1CCOC1.O.[Li+].[OH-]>CC1(C)OC[C@@H](COc2cccc(C(=O)O)c2)O1,1,0
CO.O=C(O)c1ccc(O)c2[nH]c(-c3ccc(F)cc3Cl)nc12>O=S(=O)(O)O>COC(=O)c1ccc(O)c2[nH]c(-c3ccc(F)cc3Cl)nc12,0,1
C#CC(C)(O)c1ccccn1.NC(=O)c1nc2n(c1C1CC1)CCOc1cc(F)c(Br)cc1-2>>CC(O)(C#Cc1cc2c(cc1F)OCCn1c-2nc(C(N)=O)c1C1CC1)c1ccccn1,0,1
C1CCOC1.COc1ccc(S(=O)(=O)[C@H](CCCCc2ccccc2)[C@@H]2COC2=O)cc1.Sc1ccccc1>CC(=O)O.[H-].[Na+]>COc1ccc(S(=O)(=O)[C@@H](CCCCc2ccccc2)[C@@H](CSc2ccccc2)C(=O)O)cc1,1,0
CCO.O=C(O)c1cccc2c(Cl)c3ccccc3cc12>O=S(=O)(O)O>CCOC(=O)c1cccc2c(Cl)c3ccccc3cc12,1,0
CCCCCCCCCCCCCCCCC1CO1.NCCO>CCO.O>CCCCCCCCCCCCCCCCC(O)CNCCO,1,0
C[C@@H]1COC(=O)N1.Cc1cc(C#N)cnc1N1CCN(C(=O)c2ccc(Br)cc2F)CC1>>Cc1cc(C#N)cnc1N1CCN(C(=O)c2ccc(N3C(=O)OC[C@H]3C)cc2F)CC1,1,0
CC(C)(C)OC(=O)N1CCC(c2ccc(-c3cc4c(C=O)c[nH]c4cc3Cl)cc2)C1.[O-][Cl+][O-]>CC#N.CC(C)(C)O.CC=C(C)C.O.O=P([O-])(O)O.[Na+]>CC(C)(C)OC(=O)N1CCC(c2ccc(-c3cc4c(C(=O)O)c[nH]c4cc3Cl)cc2)C1,0,1
CC(O)c1cnc(Cl)c(Cl)c1>Cc1ccc(S(=O)(=O)O)cc1.Clc1ccccc1>C=Cc1cnc(Cl)c(Cl)c1,0,1
CCOC(=O)c1cc(N)n(-c2ccccc2)n1.O=C(O)c1cc(-c2ccc(F)cn2)c(Cl)cc1Cl>CCN(C(C)C)C(C)C.CCOC(C)=O.Cl.O=C([O-])O.[Na+]>CCOC(=O)c1cc(NC(=O)c2cc(-c3ccc(F)cn3)c(Cl)cc2Cl)n(-c2ccccc2)n1,0,1
CC(=O)O/C(C(=O)[O-])=C(/OC(C)=O)C(=O)[O-].Cc1ccc(S(=O)(=O)O)cc1.Nc1n[nH]cc1-c1ccccc1>CC(C)O.CCO>COC(=O)c1nc2c(-c3ccccc3)c[nH]n2c(=O)c1O,0,1
[N-]=[N+]=N[C@@H]1C[C@H]2CN(c3ccc(OC(F)(F)F)cc3)C(=O)N2C1>C1CCOC1.[Pd]>N[C@@H]1C[C@H]2CN(c3ccc(OC(F)(F)F)cc3)C(=O)N2C1,1,0
COC(=O)C(CC(C)C)NC(=O)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1>C1CCOC1.O.[H-].[Li+].[OH-]>CC(C)CC(NC(=O)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1)C(=O)O,1,0
COc1ccc2c(Cl)cc(Cl)nc2c1Cl.COc1cccc(N)c1C>Cl.O=C(O)CC(=O)O>COc1ccc2c(Cl)cc(Cl)nc2c1C,0,1
C=CCOC(=O)C1=C(c2cn3cnc(C(=O)c4ccc[n+](CC(N)=O)c4)c3s2)[C@H](C)[C@@H]2[C@@H]([C@@H](C)O)C(=O)N12>C1CCOC1.CC(=O)[O-].CC1(C)CC(=O)CC(=O)C1.CCOP(OCC)OCC.O.O=C([O-])O.[I-].[Na+].[Pd+2]>C[C@H]1C(c2cn3cnc(C(=O)c4ccc[n+](CC(N)=O)c4)c3s2)=C(C(=O)[O-])N2C(=O)[C@H]([C@@H](C)O)[C@@H]12,1,0
CCCc1cc(C(F)(F)F)ccc1C=O.COC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1>CCOC(C)=O.Cc1ccccc1>CCCc1cc(C(F)(F)F)ccc1C=CC(=O)OC,1,0
COC(=O)C=CC=CCSc1ccccc1>CO.[Na+].[OH-]>O=C(O)C=CC=CCSc1ccccc1,1,0
Cc1ccc2nc([C@H](C)NC(=O)OC(C)(C)C)n(-c3ccccc3)c2c1>ClCCl.O=C(O)C(F)(F)F>Cc1ccc2nc([C@H](C)N)n(-c3ccccc3)c2c1,1,0
ClCCOc1cccc2ccccc12.NCCCc1c[nH]c2ccccc12>>c1ccc2c(OCCNCCCc3c[nH]c4ccccc34)cccc2c1,1,0
Cc1cc(S)cc(C(C)(C)C)c1N.O=C1C=CC(=O)N1c1ccccc1>CCN(CC)CC.Cc1ccccc1>Cc1cc(SC2CC(=O)N(c3ccccc3)C2=O)cc(C(C)(C)C)c1N,0,1
CC(C)(C)OC(=O)CN(C(=O)OC(C)(C)C)c1cccc(CO)n1>CC(=O)OI1(OC(C)=O)(OC(C)=O)OC(=O)c2ccccc21.ClCCl.O=S([O-])([O-])=S.[Na+]>CC(C)(C)OC(=O)CN(C(=O)OC(C)(C)C)c1cccc(C=O)n1,1,0
CCOC(=O)CCCCn1c(CCOC)nc2cnc3ccccc3c21>[Na+].[OH-]>COCCc1nc2cnc3ccccc3c2n1CCCCC(=O)O,1,0
CC(=O)O[C@]1(C(C)=O)[C@@H](C)C[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(Br)[C@@H](O)C[C@@]21C>CCCC[SnH](CCCC)CCCC>CC(=O)O[C@]1(C(C)=O)[C@@H](C)C[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,0,1
CC(=O)c1ccc(CC(C)C)cc1.[O-][Br+2]([O-])[O-]>O=S(=O)(O)O.[K+]>CC(=O)c1ccc(CC(C)C)c(Br)c1,0,1
CN1CCNCC1.COc1nnc(Cl)cc1-c1cc2ccc(C=O)cc2n1C(=O)OC(C)(C)C>CC(=O)O.CC(=O)O[BH-](OC(C)=O)OC(C)=O.ClCCl.O=C([O-])O.O=C=O.[Na+]>COc1nnc(Cl)cc1-c1cc2ccc(CN3CCN(C)CC3)cc2n1C(=O)OC(C)(C)C,0,1
C#CCN1C(=O)c2ccccc2C1=O.Nc1ccc(-c2csc3c(I)cnc(N)c23)cc1>CCN(CC)CC.CN(C)C=O.O.[Cu]I>Nc1ccc(-c2csc3c(C#CCN4C(=O)c5ccccc5C4=O)cnc(N)c23)cc1,0,1
CC#N.CC(C)(O)c1ccc(Cl)nc1.O=S(=O)(O)O>[NH4+].[OH-]>CC(=O)NC(C)(C)c1ccc(Cl)nc1,1,0
CC1(C)OC(=O)N[C@H]1c1ccccc1.O=C1NCCc2cc(Br)ccc21>>CC1(C)OC(=O)N(c2ccc3c(c2)CCNC3=O)[C@H]1c1ccccc1,0,1
CCOC(=O)c1ccc2c(c1)nc(-c1ccc3nc(C(=O)NCc4ccc(Cl)cc4)ccc3c1)n2C1CCCCC1>C1CCOC1.CCO.[Na+].[OH-]>O=C(O)c1ccc2c(c1)nc(-c1ccc3nc(C(=O)NCc4ccc(Cl)cc4)ccc3c1)n2C1CCCCC1,0,1
CCOC(=O)Cl.CCOC(=O)N1CCCC(N2CCC(C#N)CC2)CC1>C1CCOC1.C[Si](C)(C)[N-][Si](C)(C)C.[Li+]>CCOC(=O)N1CCCC(N2CCC(C#N)(C(=O)OCC)CC2)CC1,0,1
CCOC(=O)CBr.COCc1cc(OC2CCCCO2)cc(B2OC(C)(C)C(C)(C)O2)c1C=O>C1CCOC1.C[Si](C)(C)Cl.Cl.[Zn]>CCOC(=O)CC1OB(O)c2cc(O)cc(COC)c21,0,1
CS(=O)(=O)Cl.O=C(O)c1cn2c3c(c(N4CCNCC4)ccc3c1=O)CCC2>O.[K+].[OH-]>CS(=O)(=O)N1CCN(c2ccc3c(=O)c(C(=O)O)cn4c3c2CCC4)CC1,0,1
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc2cc(-c3ccc(-c4c[nH]c([C@@H]5CCC[NH2+]5)[nH+]4)cc3)ccc2[nH]1)C(C)C.COC(=O)N[C@H](C(=O)O)C(C)C>CCN(C(C)C)C(C)C.CN(C)C(On1nnc2cccnc21)=[N+](C)C.CN(C)C=O.F[P-](F)(F)(F)(F)F.O.[Cl-]>COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(-c2ccc(-c3ccc4[nH]c([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)nc4c3)cc2)c[nH]1)C(C)C,0,1
CC(C)[C@@H](NC(=O)c1cn(COCC[Si](C)(C)C)c2ncc(Oc3ccccc3)nc12)C(=O)N1CCCC1>ClCCl.O=C(O)C(F)(F)F>CC(C)[C@@H](NC(=O)c1c[nH]c2ncc(Oc3ccccc3)nc12)C(=O)N1CCCC1,0,1
CCOC(=O)c1cn(CCF)c2cc(F)c(F)cc2c1=O>Cl>O=C(O)c1cn(CCF)c2cc(F)c(F)cc2c1=O,1,0
NC(=O)C(F)(F)C1(c2ccc(Cl)cc2Cl)CO1.c1nc[nH]n1>CCOC(C)=O.CN(C)C=O.Cl.O.O=C([O-])[O-].[K+]>NC(=O)C(F)(F)C(O)(Cn1cncn1)c1ccc(Cl)cc1Cl,0,1
CN1CCN(Cc2csc(C(=O)Nc3c(O)cc(Cl)cc3C(=O)Nc3ccc(Cl)cn3)c2Cl)CC1.COCCBr>CN(C)C=O.O=C([O-])[O-].[Cs+]>COCCOc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c1scc(CN2CCN(C)CC2)c1Cl,0,1
CC(C)(C)OC(=O)N(c1ccc(/C=C/C(=O)O)cn1)[C@@H]1CCN(Cc2ccc(C(=O)c3ccccc3)cc2)C1.NOC1CCCCO1>CCN=C=NCCCN(C)C.Cl.O.O=C([O-])O.On1nnc2ccccc21.[Na+]>CC(C)(C)OC(=O)N(c1ccc(/C=C/C(=O)NOC2CCCCO2)cn1)[C@@H]1CCN(Cc2ccc(C(=O)c3ccccc3)cc2)C1,0,1
C=CC[Si](C)(C)C.OC1(c2ccccc2)CCCCO1>CCOCC.ClCCl.FB(F)F>C=CCC1(c2ccccc2)CCCCO1,1,0
Cc1cccc(N)c1C#N.N=C(N)Cl>COCCOCCOC.Cl>Cc1cccc2nc(N)nc(N)c12,1,0
CC(=O)Oc1c(Cc2ccccc2)sc2ccc(Cl)cc12>CCO.Cl.[Na+].[OH-]>Oc1c(Cc2ccccc2)sc2ccc(Cl)cc12,0,1
CS(=O)(=O)c1nn(Cc2nc3cc(Cl)ccc3n2CCCl)c2cnccc12.OC1CCNC1>CC#N>CS(=O)(=O)c1nn(Cc2nc3cc(Cl)ccc3n2CCN2CCC(O)C2)c2cnccc12,0,1
CC(=O)OC[C@H]1O[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O.OCc1ccccc1>CCOC(C)=O.O.[Cl-].[Zn+2]>CC(=O)OC[C@H]1O[C@@H](OCc2ccccc2)[C@H](OC(C)=O)[C@@H]1OC(C)=O,1,0
Cc1ccc(S(=O)[O-])cc1.Cn1cccc1C=O>[Na+]>CCn1c(C)cc2ccccc21,1,0
CC(=O)OC(C)(C)C.CCOC(=O)c1c(Br)c(Cl)c(C)n1COCC[Si](C)(C)C>CC(C)(C)[O-].[K+]>Cc1c(Cl)c(Br)c(C(=O)OC(C)(C)C)n1COCC[Si](C)(C)C,1,0
C=CCCCCCC(C)(C)C(=O)OCC>C1CCOC1.CO.O.[Li+].[OH-]>C=CCCCCCC(C)(C)C(=O)O,1,0
CCCCCCCCC(=O)c1ccccc1.c1cc[cH-]c1>C1CCOC1.[Na+]>CCCCCCCCC(=C1C=CC=C1)c1ccccc1,1,0
CC(C)(C)OC(=O)N1CCNCC1.CCc1ncnc(Cl)c1C#Cc1ccc(N)nc1>C1COCCO1.CCN(C(C)C)C(C)C>CCc1ncnc(N2CCN(C(=O)OC(C)(C)C)CC2)c1C#Cc1ccc(N)nc1,1,0
ClCC=Cc1cccc2ccccc12.Nc1nc2c(s1)CCNCC2>CO.ClC(Cl)Cl>Nc1nc2c(s1)CCN(CC=Cc1cccc3ccccc13)CC2,0,1
C1N2CN3CN1CN(C2)C3.O.c1cnc2[nH]ccc2c1>>O=Cc1c[nH]c2ncccc12,0,1
O=C(O)/C=C/c1cc(Br)co1.O=S(Cl)Cl>CN(C)C=O.ClC(Cl)Cl>O=C(Cl)/C=C/c1cc(Br)co1,1,0
